dimension,error
2,1.180610030571085
3,1.021164159345857
4,0.8651534479115254
5,0.858996603064261
6,0.7966449289327578
7,0.7170109396246183
8,0.714854839126224
9,0.6514242011473209
10,0.6108281324882783
11,0.6092738793047184
12,0.5592115694333462
13,0.533032344632036
14,0.5163942026660133
15,0.5151992800150652
16,0.48203790902546245
17,0.4725644855623313
18,0.4221487212448107
19,0.34369979848874604
20,0.0
