0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.5856711849220111,-0.10897407866356136,0.18793027461081943,-0.1322452586281488,0.08218646795368849,-0.010434042616637539,0.07441373643019812,0.15286042619066628,0.0636027400141243,0.09680177757332349,0.006331719273810155,0.09575687167310319,0.0025623074190641057,0.12022304200409806,0.03379875692307422,0.07415161977456389,0.042851321817216445,0.07086053782702748,0.10633353915313602,0.04108197583925442,0.08436807440203212,0.030234388101648715,0.09716989553472265,0.05799033394558059,0.09282255097931756,0.03993221116794222,0.07454171159792378,0.03252047390342635,0.057320346978270834,0.06778278660164028,0.06491341938616005,0.08799277071239735,0.03567970061865144,0.07853943829814122,0.04453762806501436,0.07804379271669049,0.04892369225814973,0.09545801289605182,0.03310450640097048,0.08696981320614071
-0.10897407866356136,0.586290602464699,-0.10804397565119947,0.1882280287446336,-0.1309155230920696,0.08129579127187962,-0.009836396820607851,0.07487257063016302,0.15394307165329676,0.06348109390455643,0.09826657864857907,0.004858858250769075,0.09473131678357144,0.002006676385248913,0.12069999859369555,0.03451491472724675,0.07483248741365453,0.043663559293179104,0.07142502722945496,0.10734983636721439,0.04116040505311152,0.08582342552924332,0.028854914756505284,0.09646357344434926,0.0581311890567179,0.09374456510878725,0.0401045105684851,0.0759403208167026,0.03136496001769122,0.05728344212084329,0.06859238492210838,0.06526775226341054,0.0892417464949264,0.03505779713004935,0.07960439929359026,0.04413768086819778,0.07932777751453217,0.047968287266291064,0.09589745522731467,0.03374229801520028
0.18793027461081943,-0.10804397565119947,0.5855227214062939,-0.10673107408559913,0.18789572444834887,-0.1306492923184013,0.0809933705613494,-0.009899698253445914,0.07433983098717713,0.15438350845218718,0.06311969920844926,0.09831926123811464,0.0037023035424127246,0.09250685501918345,0.0019233119854637577,0.11960730847693542,0.03617318432045331,0.07349874663796795,0.046754416101145974,0.07327531754287686,0.10604407141639871,0.042589201347151384,0.081530661745041,0.028594507602102512,0.0942583108147583,0.061369025408411576,0.09333547800316078,0.040884587656831665,0.07296743959674754,0.029740005011562015,0.05755663976130934,0.06706360665611734,0.06744292973747004,0.08558327044537246,0.03938396502640874,0.08083206699979535,0.046881149400269266,0.07670724007439471,0.04761795041722545,0.09499492231837071
-0.1322452586281488,0.1882280287446336,-0.10673107408559913,0.5853195315302842,-0.10516026822195235,0.18682611590677073,-0.12988207115818484,0.08151484274017878,-0.00851590438655071,0.07403211656854633,0.156112001018947,0.06150597601359707,0.09767291891345439,0.003991267233470243,0.09305594868497137,0.003134791606482401,0.11968024386743716,0.037584978124538704,0.07287280375732379,0.04711325357310287,0.07388243145685651,0.1070462690661257,0.04281463968506914,0.08087105669389844,0.029628923640274134,0.09396017865717272,0.0617189729192602,0.09453580655535,0.040824247256416916,0.07357751523591591,0.03050616964875822,0.058551302162396394,0.06754409179335225,0.0682338366883603,0.08500437853543505,0.038460422675281526,0.08112309204441817,0.046896255421422575,0.07732255739257053,0.0486686273711713
0.08218646795368849,-0.1309155230920696,0.18789572444834887,-0.10516026822195235,0.5856681346229197,-0.10534680208769635,0.186818093925202,-0.1297065173693048,0.08151655901605363,-0.008106595148309487,0.07442114560161428,0.15538651748478646,0.059716897241831435,0.09498432749556593,0.004154857252956589,0.09226053319987888,0.005280667755730354,0.11867648144973743,0.04121051488899787,0.07540342570662256,0.04574990070100285,0.07619268755451192,0.10169467921378825,0.04215934580997896,0.07857299589541189,0.033602475636705126,0.09361150136509697,0.06330107408550079,0.09072334510091283,0.03905619716602486,0.07430141701765172,0.029049374430137758,0.06155506778052032,0.06327730669560146,0.07345434605437418,0.08611295508575513,0.04209426117945946,0.07779602129715857,0.04675266095637432,0.0766901343172664
-0.010434042616637539,0.08129579127187962,-0.1306492923184013,0.18682611590677073,-0.10534680208769635,0.5857607392783134,-0.10531723356263185,0.18671567545373874,-0.12966414130548423,0.08122983247058191,-0.008315530483752557,0.07486142447358644,0.1565771377422679,0.06154578878341362,0.09489087586467256,0.004731358469903856,0.09081037019984523,0.006004493081556981,0.11620280683933834,0.03950892806628336,0.07634532611309372,0.04421771248825906,0.07982205755173126,0.10211746854312002,0.043747356658705085,0.07587407746925277,0.03384949160548622,0.09257840581311838,0.06587967829099037,0.09193926205126207,0.03859032252962122,0.075318758091116,0.027031362933296107,0.06446796793691019,0.059725539271081596,0.07267493789086653,0.08366251154780616,0.04434669756951146,0.07791257412512048,0.04721377986160702
0.07441373643019812,-0.009836396820607851,0.0809933705613494,-0.12988207115818484,0.186818093925202,-0.10531723356263185,0.585672285093979,-0.10529153027762435,0.18656380979504886,-0.12943611472868033,0.08122358037669915,-0.008481472281388881,0.07408444078325824,0.1552704513686458,0.061562771822838855,0.0943800598463325,0.005740784980494308,0.09017866439015639,0.007792615209215089,0.11736311704698278,0.03879550484597705,0.07733016470971775,0.041655366239389195,0.0795841247776662,0.10091370476273932,0.045664322626118775,0.07567013997208183,0.03446721274326246,0.09077737311187027,0.06497403986415325,0.09219796833527108,0.037789833580626965,0.07668998895419986,0.02492098980436483,0.0670071598979349,0.060353072314460965,0.07436582362540858,0.08208330403828189,0.044210721426311196,0.0774967834505564
0.15286042619066628,0.07487257063016302,-0.009899698253445914,0.08151484274017878,-0.1297065173693048,0.18671567545373874,-0.10529153027762435,0.5857507121966338,-0.10523972010908851,0.18669025894875174,-0.12924110880223802,0.08091951693299314,-0.00910790369575194,0.07318971141992218,0.1553458721039178,0.06133975508807864,0.09510541944517906,0.005455020197197676,0.09137644963106271,0.008658129274142041,0.11692646257186477,0.0396106261791446,0.07553627464606488,0.0414102646301133,0.07884851193821618,0.10224082642609542,0.04555985587917504,0.07624737847745447,0.03318106926102124,0.09020453980168552,0.065246191475934,0.09174419380639105,0.03881919036780581,0.07528236018568928,0.026657650437064508,0.06734629910318,0.061587602196455066,0.07324593675019463,0.08205772711124737,0.04403664168819708
0.0636027400141243,0.15394307165329676,0.07433983098717713,-0.00851590438655071,0.08151655901605363,-0.12966414130548423,0.18656380979504886,-0.10523972010908851,0.5854906631079198,-0.10483099313398965,0.1866967992614291,-0.1295575119729178,0.07950932310100756,-0.011465289885890233,0.07322605452972102,0.1544356456315987,0.06316391197642243,0.09397888725761801,0.008678583812180774,0.09347610912224354,0.007375682282971372,0.11871579221428621,0.034984390016595604,0.07509967290333473,0.03924648670007919,0.08230819827275808,0.10187604914478253,0.046688077397924486,0.0729934126875987,0.031551439788069124,0.09067976576792096,0.06381046957725937,0.09422611053714099,0.03501522214242614,0.0798631241823548,0.02778168263575593,0.0704036781154148,0.05873511465731384,0.07300666125207829,0.08131749308808668
0.09680177757332349,0.06348109390455643,0.15438350845218718,0.07403211656854633,-0.008106595148309487,0.08122983247058191,-0.12943611472868033,0.18669025894875174,-0.10483099313398965,0.5853351810449748,-0.10438145132471542,0.186334225645845,-0.12946647369127115,0.08001862328241875,-0.01132879060404433,0.0737095306429615,0.15411887575973038,0.06373944220418107,0.09322226636755067,0.008385655415219346,0.09387050052536006,0.007307650728270001,0.11962617495008246,0.034892751577795235,0.07576772832711343,0.03853188498601503,0.0824666033950685,0.10198138127674351,0.047271329932190374,0.07345248553858795,0.0316637562656461,0.09120343443819211,0.06347889807222339,0.09513259022372178,0.03402103842499799,0.07941537738570366,0.027294774191385165,0.07093270127293781,0.0589396190188182,0.0734169121363402
