eigenvalue,index
3.280074700692708,0
2.148110859057043,1
2.058623931807183,2
1.3713827927668172,3
1.3088008444386898,4
1.2274604164137721,5
1.1883584999211199,6
1.0247628785985692,7
0.863687547912283,8
0.8595727665264811,9
0.7609583287465833,10
0.7485555757134915,11
0.7315109126517727,12
0.6809853374552294,13
0.6739409653583582,14
0.5960949716420556,15
0.5550007541127233,16
0.5366185366917126,17
0.5210972748094601,18
0.5182587972721682,19
0.5101670839927778,20
0.44272251539372576,21
0.4348207530862469,22
0.4183121200501467,23
0.40525967642254856,24
0.40328456370126886,25
0.37325360229409116,26
0.3580815107359371,27
0.33881797408411035,28
0.3291092338908093,29
0.29203508848717635,30
0.28880733639070694,31
0.260774119461374,32
0.24563903619954164,33
0.23252216392939554,34
0.22131732256566047,35
0.2179987369008419,36
0.21365287296013055,37
0.20779100918647864,38
0.19105381149778813,39
0.1795332397246184,40
0.17770855194346413,41
0.16115503586027302,42
0.15660574890058926,43
0.15152470832154633,44
0.14668021172739676,45
0.12795939094647968,46
0.08280916224698137,47
0.07006136294426309,48
0.061017609168158696,49
