eigenvalue,index
6.508451419188658,0
2.86709455938568,1
2.812785672557693,2
2.080402154895371,3
1.9429818956094742,4
1.4945074176105242,5
1.4654895623357522,6
1.4335279406861225,7
1.2767149030632146,8
1.2504723587055333,9
1.1287956042003202,10
1.1156331898387226,11
1.1073256400423936,12
1.0956638232943912,13
1.002638252516277,14
0.9556222989396997,15
0.9225275788264967,16
0.8771554373951064,17
0.8763095339010555,18
0.8611981242180355,19
0.85728670785751,20
0.804871023472542,21
0.7960496569562513,22
0.7653949685402832,23
0.7502968526400648,24
0.7175070479120463,25
0.6589812733348693,26
0.6307079733808688,27
0.6238804780248931,28
0.6147792462242185,29
0.6061494971174286,30
0.5700185650487988,31
0.5656207525065832,32
0.5415402167003308,33
0.5382393832564623,34
0.5110229630777543,35
0.5083770996458585,36
0.4917431749419295,37
0.4775235693903887,38
0.47660228396307847,39
0.44369037910374987,40
0.44069097514683275,41
0.43176284441354196,42
0.424471062534149,43
0.41922005224964326,44
0.3968427115191469,45
0.3960478472651616,46
0.3841815687066262,47
0.36378427723673623,48
0.34653605671658333,49
0.32971862887698855,50
0.31617029706137384,51
0.31091824076149893,52
0.30533804384971586,53
0.3001999589158773,54
0.29996556461226426,55
0.2936080653507958,56
0.2935532403752724,57
0.2856353055154844,58
0.2838175809201017,59
0.27940471267041617,60
0.2761837222095686,61
0.2518184390406282,62
0.24983756106905772,63
0.23530874085470785,64
0.23303546847755446,65
0.2173604168598827,66
0.2037752044894836,67
0.19843283477304047,68
0.19719086389759458,69
0.1796977839601745,70
0.17834447295842815,71
0.17530565627098715,72
0.17403991881335318,73
0.16978600349421283,74
0.1691741706769934,75
0.1670193706227482,76
0.16660801548614548,77
0.15812825790199378,78
0.1551346698320882,79
0.15195430399408894,80
0.14474914335366956,81
0.1431724352250098,82
0.1364368208509136,83
0.13493742876842033,84
0.12834711720207728,85
0.12609254067455852,86
0.12466316780116139,87
0.1219417519166591,88
0.12017759600163043,89
0.10157481297611692,90
0.1013415774784321,91
0.09621277549718954,92
0.09198980614372755,93
0.07742877888493423,94
0.06537368614904365,95
0.05008019285033768,96
0.0423799804670479,97
0.03110361193342514,98
0.028882155358290192,99
