eigenvalue,index
4.549144900860341,0
2.5008726722166825,1
2.4282748092278945,2
1.4784518426888311,3
1.4456564501289664,4
1.4064772594869985,5
1.284298590511402,6
1.2146350796699408,7
1.1660938805253582,8
1.090649203851101,9
0.9394079958046031,10
0.9232167491842362,11
0.920980941424774,12
0.8203945010497102,13
0.8167160326964851,14
0.7306023961514648,15
0.7259094712256486,16
0.7032179170345136,17
0.6996794244361498,18
0.6954578993904362,19
0.6808109053617465,20
0.572194130607833,21
0.5645731671779708,22
0.5504207194010842,23
0.5387288689256395,24
0.5126036683080136,25
0.5086718421748654,26
0.4787727943468622,27
0.4755248132251122,28
0.46472458741682393,29
0.4610637052776,30
0.4334423086714318,31
0.42034047303074484,32
0.4173789052149974,33
0.41069579346920165,34
0.4072117466277385,35
0.37293573869843344,36
0.3705351872261873,37
0.3100893980550122,38
0.3083519106212394,39
0.2925925902954151,40
0.2883179681660988,41
0.2869364978339317,42
0.28020706787033434,43
0.2780038259098385,44
0.2423002457849042,45
0.22658773045959935,46
0.22374062852778864,47
0.2217225098256789,48
0.21860980048481124,49
0.20504763689613545,50
0.2043882874644007,51
0.19224294964085406,52
0.18806211739733997,53
0.17476156117615646,54
0.17286247825486578,55
0.16952458223105749,56
0.1583033847723793,57
0.15477828883846492,58
0.14884302503532582,59
0.14817207971760374,60
0.14076633256691812,61
0.12412736634173256,62
0.12147466543580544,63
0.12106186801856332,64
0.08875051156001278,65
0.08797722621104087,66
0.07312020794179892,67
0.045261789788302635,68
0.034851044833617534,69
